s_id,X,Y,SchoolName,Address,SCH_Level
"5,055",77.12,28.71,Nigam Pratibha Vidyalaya (Co-ed),"Sec-7A, Rohini Delhi-110085",Primary
"5,056",77.10,28.71,Nigam Pratibha Vidyalaya (Girls),Rithala Delhi-110085,Primary
"5,057",77.10,28.71,MCD Primary School (Boys),Rithala Delhi-110085,Primary
"5,058",77.00,28.69,MCD Primary School (Girls),"Ghewara, Delhi-110081",Primary
"5,059",76.98,28.70,MCD Primary School (Co-ed),"J.J. Colony Sawda Ghewara, F- Block, Delhi-110081",Primary
"5,060",76.98,28.70,Govt. Sarvodaya Vidyalaya,"Sawada (Ghevra) Colonoy A-Block, Delhi-81",Senior Secondary
"5,061",77.00,28.74,Nigam Pratibha Vidyalaya (Girls),Kanjhawala Delhi - 81,Primary
"5,062",76.99,28.74,Rajendra Lakra Mod Patansal School,Ladpur Delhi New Delhi-110081,Middle
"5,063",76.99,28.77,MCD Primary School (Co-ed),"Salah Pur Majra, Delhi - 81",Primary
"5,064",76.96,28.72,MCD Primary School (Girls),"Nizam pur, Delhi-110081",Primary
"5,065",77.11,28.70,MCD Primary School (Co-ed),"Sec-3C, Rohini Delhi-110085",Primary
"5,066",77.12,28.71,Nigam Pratibha Vidyalaya (Co-ed),"Sec-8, Rohini Delhi-110085",Primary
"5,067",77.11,28.71,Vidya Jain Public School,"Sector-6 Rohini, Delhi-110085",Senior Secondary
"5,068",76.97,28.80,Govt. Sarvodaya Kanya Vidyalaya,"Qutabgarh, Delhi- 110039",Senior Secondary
"5,069",77.00,28.74,MCD Primary School (Girls),Lad Pur Delhi - 81,Primary
"5,070",77.09,28.69,Nigam Pratibha Vidyalaya (Girls),"Mangolpuri C Block, Delhi-110083",Primary
"5,071",77.06,28.73,M.R. Public School,"Rajeev Nagar Ext. Barwala Road, Begumpur, Delhi-86",Middle
"5,072",77.07,28.72,Indra Prastha Convent Sr. Sec. School,"Begum Pur, Delhi-110086",Senior Secondary
"5,073",77.18,28.69,MCD Primary School (Co-ed),"Sawan park, Delhi-110052",Primary
"5,074",77.15,28.69,MCD Primary School (Girls),"Shakur pur G Block, Delhi-110034",Primary
"5,075",77.14,28.70,Nigam Pratibha Vidyalaya (Co-ed),"CP-Block, Pitampura, Delhi-110034",Primary
"5,076",77.14,28.70,Nigam Pratibha Vidyalaya (Co-ed),"GP Block Pitampura, Delhi-110034",Primary
"5,077",77.15,28.70,Kendriya Vidyalaya,"TP Block Pitampura Delhi, Delhi-110034",Senior Secondary
"5,078",77.14,28.70,Flora Convent School,C-138 M.P.Enc. Pitampura Delhi-34,Primary
"5,079",77.17,28.70,Nigam Pratibha Vidyalaya (Co-ed),"Phase-III, Ashok Vihar, Delhi-110052",Primary
"5,080",77.14,28.70,Maharaja Agarsen Adarsh Vidyalaya,"Pitampura, Delhi-110034",Senior Secondary
"5,081",77.08,28.71,Govt. Girls Sr. Sec. School,"Pooth Kalan, Rohini Extn. Sec-20, Delhi-110082",Senior Secondary
"5,082",77.08,28.70,MCD Primary School (Girls),"Sultan Puri C4 Block, Delhi-110086",Primary
"5,083",77.16,28.69,MCD Primary School (Co-ed),"C-8 Nanak Kunj Keshav Puram, Delhi-110035",Primary
"5,084",77.16,28.68,MCD Primary School (Co-ed),"B-2 Sukhdev Kunj Keshav Puram, Delhi-110035",Primary
"5,085",77.08,28.69,MCD Primary School (Girls),"Sultan Puri A2 Block, Delhi-110086",Primary
"5,086",77.07,28.70,Nigam Pratibha Vidyalaya (Girls),"P4-Block, Sultan Puri,  Delhi-110086",Primary
"5,087",77.14,28.71,MCD Primary School (Co-ed),"LU Block Pitampura, Delhi-110034",Primary
"5,088",77.08,28.70,MCD Primary School (Girls),"P-1 Block, Sultan Puri, Delhi-110086",Primary
"5,089",77.15,28.68,MCD Primary School (Co-ed),"Ramapura, Delhi-110035",Primary
"5,090",77.15,28.69,Nigam Pratibha Vidyalaya (Girls),"Shakur pur, I-Block,, Delhi-110034",Primary
"5,091",77.15,28.69,MCD Primary School (Boys),"Shakurpur H Block, Delhi-110034",Primary
"5,092",77.07,28.73,Indraprastha Public School,"A-3,  Rajeev Nagar, Begampur, Sector-22, Rohini Delhi-86",Secondary
"5,093",77.08,28.71,MCD Primary School (Girls),"Krishna Vihar, Delhi- 110086",Primary
"5,094",77.04,28.73,Nigam Pratibha Vidyalaya (Girls),Karala Delhi - 81,Primary
"5,095",77.04,28.73,MCD Primary School (Boys),"Mohammad Pur Majra,  Delhi - 81",Primary
"5,096",77.15,28.69,MCD Primary School-Tamil (Co-ed),"Shakur pur F Block, Delhi-110034",Primary
"5,097",77.04,28.73,MCD Primary School (Boys),Karala Delhi - 81,Primary
"5,098",77.07,28.72,Nigam Pratibha Vidyalaya (Girls),"Begum Pur, Delhi-110086",Primary
"5,099",77.14,28.71,Nigam Pratibha Vidyalaya (Co-ed),"HU Block Pitampura, Delhi-110034",Primary
"5,100",77.15,28.70,MCD Primary School (Co-ed),"Pitam Pura, SP Block, Delhi-110034",Primary
"5,101",77.08,28.70,MCD Primary School (Girls),"Sultan Puri C6 Block, Delhi-110086",Primary
"5,102",77.19,28.68,MCD Primary School (Co-ed),"Shakti Nagar Extn., Delhi-110052",Primary
"5,103",77.19,28.68,Jain Sadhvi Padma Vidya Niketan,A-2/15 Shakti Nagar Extn Delhi-110052,Middle
"5,104",77.18,28.68,MCD Primary School (Co-ed),"Bharat Nagar, Delhi-110052",Primary
"5,105",77.18,28.68,Nigam Pratibha Vidyalaya (Girls),"Nimri Colony, Delhi-110052",Primary
"5,106",77.00,28.71,Deen Bandhu Public School,"Ghevra, New Delhi-110081",Senior Secondary
"5,107",77.08,28.71,Bharat Shakti Public School,"J-51, Krishan Vihar, Delhi-110086.",Secondary
"5,108",77.06,28.70,R. L. Public School,"28/A, Karan Vihar, Part-V, Kirari Exten, Nangloi,Delhi-41",Primary
"5,109",77.06,28.69,A.S.M. Public School,"Station Block Prem Nagar I Gali No.9 & 11 Kirari, Delhi-86",Primary
"5,110",77.09,28.70,Govt. Co-ed. Sr. Sec. School,"Mangolpur Khurd, Delhi-110083",Senior Secondary
"5,111",77.09,28.70,MCD Primary School (Girls),"Mangolpuri Y Block, Delhi-110083",Primary
"5,112",77.09,28.69,MCD Primary School (Girls),"Mangolpuri P Block, Delhi-110083",Primary
"5,113",77.06,28.69,Baleshwar Memorial Public School,G-120 Prem Nagar I Nangloi New Delhi-110041,Middle
"5,114",77.06,28.70,Nav Jyoti Public School,Karam Vihar Hari Enclave Sultan Puri Delhi-86,Middle
"5,115",77.08,28.69,Govt. Sarvodaya Bal Vidyalaya,"Mangolpuri, Block K, Delhi-110083",Senior Secondary
"5,116",77.06,28.70,G.N.Public School,A-97 Raj Park S.P Road Delhi-110086,Middle
"5,117",77.07,28.70,C.P.M. Public School,D1/40 Hari Enclave SultanPuri New Delhi-110041,Middle
"5,118",77.07,28.71,R.K.Memorial Public School,Karan Vihar Delhi-110041,Middle
"5,119",77.09,28.69,MCD Primary School (Girls),"Mangolpuri Q Block, Delhi-110083",Primary
"5,120",77.09,28.69,Govt. Sarvodaya Bal Vidyalaya,"Block-R, Mangolpuri, Delhi-110083",Senior Secondary
"5,121",77.08,28.69,MCD Primary School (Girls),"Mangolpuri S Block, Delhi-110083",Primary
"5,122",77.09,28.69,Govt. Boys Sr. Sec. School,"Block P, Mangolpuri, Delhi-110083",Senior Secondary
"5,123",77.17,28.69,MCD Primary School (Girls),"Wazirpur Vill., Delhi-110052",Primary
"5,124",77.17,28.69,Nigam Pratibha Vidyalaya (Co-ed),"C-1, Ashok Vihar, Delhi-110052",Primary
"5,125",77.17,28.70,MCD Primary School (Co-ed),"C-2 Ashok Vihar, Delhi-110052",Primary
"5,126",77.17,28.70,MCD Primary School (Girls),"C-Block, Wazirpur Industrial Area, Delhi-110052",Primary
"5,127",77.17,28.69,Nigam Pratibha Vidyalaya (Co-ed),"H-Block Ashok Vihar, Ph-I, Delhi-110052",Primary
"5,128",77.16,28.69,MCD Primary School (Co-ed),"E-Block Ashok Vihar, Delhi-110052",Primary
"5,129",77.17,28.69,MCD Primary School (Co-ed),"B-2 Ashok Vihar, Delhi-110052",Primary
"5,130",77.17,28.68,MCD Primary School-Old (Boys),"JJ Wazirpur, Delhi-110052",Primary
"5,131",77.17,28.69,Guru Angad Public School,Gurudwara Complex Phase-I Ashok Vihar Delhi-110052,Senior Secondary
"5,132",77.16,28.69,Lions Public School,I-Block Phase I Ashok Vihar Delhi-110052,Senior Secondary
"5,133",77.17,28.69,Springdays Model School,"I Block, Ashok Vihar  Phase-1, Delhi-110052",Senior Secondary
"5,134",77.17,28.69,Govt. Girls Sr. Sec. School,"D-Block, Ashok Vihar,Phase-1, Delhi-52",Senior Secondary
"5,135",77.18,28.70,Govt. Boys Sr. Sec. School,"B-1, Ashok Vihar Phase-II, Delhi-110052",Senior Secondary
"5,136",77.17,28.70,Presidium School,"Ashok Vihar,Phase-II, Delhi-110052",Senior Secondary
"5,137",77.17,28.69,Little Fairy Public School,Ashok Vihar Ph-I Delhi-110052,Secondary
"5,138",77.17,28.69,D.A.V. Public School,Ashok Vihar Phase IV Delhi-110052,Senior Secondary
"5,139",77.17,28.69,Kulachi Hansraj Model School,Ashok Vihar Phase-III Delhi-110052,Senior Secondary
"5,140",77.17,28.69,Govt. Boys Sr. Sec. School,"Block-D, Ashok Vihar, Delhi-110052",Senior Secondary
"5,141",77.18,28.70,Govt. Sarvodaya Kanya Vidyalaya,"Phase-II, Ashok Vihar, Delhi-110052",Senior Secondary
"5,142",77.17,28.69,Govt. Sarvodaya Vidyalaya,"Wazirpur Village, Delhi-110052",Senior Secondary
"5,143",77.17,28.69,New Star Public School,"21,Central Market,Ashok Vihar,Ph-1,Delhi-110052.",Primary
"5,144",77.18,28.69,Mata Jai Kaur Public School,Ashok Vihar Ph-III Delhi-110052,Senior Secondary
"5,145",77.17,28.69,Montfort School,Ashok Vihar Phase-1 Delhi-110052,Senior Secondary
"5,146",77.17,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Block-H, Phase-I, Ashok Vihar, Delhi-110052",Senior Secondary
"5,147",77.17,28.69,Govt. Sarvodaya Bal Vidyalaya,"Block-H, Phase-I, Ashok Vihar, Delhi-110052",Senior Secondary
"5,148",77.17,28.68,Govt. Sarvodaya Kanya Vidyalaya,"J. J. Colony, Wazirpur, Delhi-110034",Senior Secondary
"5,149",77.17,28.68,Maharaja Agarsen Public School,Ashok Vihar Phase-IV Delhi-110052,Senior Secondary
"5,150",77.09,28.72,Citizen Public School,Budh Vihar-Ii Delhi-110041,Secondary
"5,151",77.09,28.72,The Sovereign School,"Pkt.-17, Sec-24 Rohini, Delhi-110085",Secondary
"5,152",77.08,28.72,Maxfort School,"H-2, Sec-23 Rohini, Delhi-110085",Secondary
"5,153",77.10,28.71,D.V.Public School,F-205 Phase-I Vijay Vihar Rohini Delhi-110085,Secondary
"5,154",77.10,28.70,Shri Tula Ram Public School,"Sector-2 Rohini, Delhi-110085",Middle
"5,155",77.09,28.71,Jathedar Santosh Singh Khalsa School,"T-Block, Budh Vihar, Phase-I, Delhi-110086",Middle
"5,156",77.10,28.72,MCD Primary School (Girls),"Sector-24, Rohini, Delhi-110085",Primary
"5,157",77.10,28.70,MCD Primary School (Girls),Avantika Sec-2 Rohini Delhi-110085,Primary
"5,158",77.10,28.70,Govt. Boys Sr. Sec. School,"Avantika, Rohini, Sect-1, Delhi-110085",Senior Secondary
"5,159",77.10,28.70,Govt. Sarvodaya Kanya Vidyalaya,"Avantika, Rohini, Sect-1, Delhi-110085",Senior Secondary
"5,160",77.10,28.70,Govt. Boys Sr. Sec. School,"Sector-1, Avantika, Rohini, Delhi-110085",Senior Secondary
"5,161",77.09,28.72,Prince Public School,Budh Vihar Delhi,Senior Secondary
"5,162",77.08,28.72,Solanki Secondary Public School,Harsh Dev Park Budh Vihar Phase-II Delhi-110086,Secondary
"5,163",77.09,28.73,Delhi Public School,"Sector-24 Phase-3 Rohini, Delhi-110085",Senior Secondary
"5,164",77.11,28.70,Green Vales Public School,"Pkt-B-5 Sector-3 Rohini, Delhi-110085",Middle
"5,165",77.08,28.73,Prince Public School,"Sector-24, Rohini,, Delhi-110085",Senior Secondary
"5,166",77.08,28.72,The Heritage School,Plot No.8 Sector-23 Rohini Delhi-110085,Senior Secondary
"5,167",77.09,28.74,Kendriya Vidyalaya,"Sec-25 Rohini, Delhi-110085",Secondary
"5,168",77.09,28.73,Queen Mary's School,"Sector-25,Rohini, Delhi-85",Senior Secondary
"5,169",77.08,28.71,Aurobindo Public School,Budh Vihar Delhi-86,Secondary
"5,170",77.09,28.71,Divya Public School,F1/48 Budh Vihar Delhi-86,Middle
"5,171",77.10,28.71,Baldeep Public School,"L-181-182, Vijay Vihar Ph-2 , Rohini, Delhi-110085",Middle
"5,172",77.10,28.70,Govt. Sarvodaya Vidyalaya,"Sector-2, Rohini, Delhi-110085",Senior Secondary
"5,173",77.09,28.71,Little Star Model School,T-1/8 Budh Vihar Phase-I New Delhi-110041,Middle
"5,174",77.09,28.73,Indian Convent School,"Sector-24, Pocket-3, Rohini, Delhi-85",Senior Secondary
"5,175",77.09,28.71,Yuva Shakti Model School,"Budh Vihar, Delhi-110041",Middle
"5,176",77.08,28.71,Chander Bhan Memorial Public School,"X-50 Budh Vihar Phase-I, Delhi-1100",Middle
"5,177",77.08,28.70,MCD Primary School (Boys),"Sultan Puri B Block, Delhi-110086",Primary
"5,178",77.08,28.70,MCD Primary School (Boys),"Sultan Puri B2 Block, Delhi-110086",Primary
"5,179",77.07,28.70,MCD Primary School (Boys),"Sultan puri E Block, Delhi-110086",Primary
"5,180",77.07,28.69,Nigam Pratibha Vidyalaya (Boys),Raj Park Sultanpuri Delhi 110086,Primary
"5,181",77.07,28.69,MCD Primary School (Boys),"Sultan puri F Block, Delhi-110086",Primary
"5,182",77.07,28.69,MCD Primary School (Boys),"Sultan puri G Block, Delhi-110086",Primary
"5,183",77.13,28.73,Nigam Pratibha Vidyalaya (Co-ed),"Sec-15F, Rohini Delhi-110085",Primary
"5,184",77.13,28.74,Govt. Boys Sr. Sec. School,"Rohini, Sector 16, Pocket A, Delhi-85",Senior Secondary
"5,185",77.18,28.68,Nigam Pratibha Vidyalaya (Boys),"Nimri Colony, Delhi-110052",Primary
"5,186",77.15,28.68,Govt. Sarvodaya Kanya Vidyalaya,"Rampura, Delhi-110035",Senior Secondary
"5,187",77.15,28.69,MCD Primary School (Girls),"Shakurpur H Block, Delhi-110034",Primary
"5,188",77.15,28.69,MCD Primary School (Boys),"Shakur pur G Block, Delhi-110034",Primary
"5,189",77.16,28.69,Govt. Boys Sr. Sec. School No.1,"Keshawpuram,, Delhi-110035",Senior Secondary
"5,190",77.16,28.69,MCD Nursery School,"C-7 Suraj Kunj Keshav Puram, Delhi-110035",Nursery
"5,191",77.15,28.69,MCD Primary School (Boys),"Shakur pur, I-Block,, Delhi-110034",Primary
"5,192",77.07,28.72,Govt. Girls Sr. Sec. School,"Begampur, Delhi-86",Senior Secondary
"5,193",77.07,28.72,MCD Primary School (Boys),"Begum Pur, Delhi-110086",Primary
"5,194",77.04,28.73,Govt. Boys Sr. Sec. School,"Karala, Delhi-81",Senior Secondary
"5,195",77.13,28.69,J.N.Modern Public School,"1220 Rani Bagh, Shakur Basti, Delhi-110034",Primary
"5,196",77.10,28.71,MCD Primary School (Boys),"Sec-4, Rohini Delhi-110085",Primary
"5,197",76.97,28.77,Govt. Co-ed. Middle School,"Punjab Khor, Delhi- 110081",Middle
"5,198",77.17,28.69,MCD Primary School (Boys),"Wazirpur Vill., Delhi-110052",Primary
"5,199",77.17,28.68,Govt. Boys Sr. Sec. School,"Wazirpur, JJ Colony, Delhi-110052",Senior Secondary
"5,200",77.17,28.68,MCD Primary School-Old (Girls),"JJ Wazirpur, Delhi-110052",Primary
"5,201",77.08,28.71,Govt. Boys Sr. Sec. School,"Pooth Kalan, Rohini Extn.,Sector 20",Senior Secondary
"5,202",77.08,28.71,MCD Primary School (Boys),"Krishna Vihar, Delhi- 110086",Primary
"5,203",77.08,28.70,MCD Primary School (Boys),"P-1 Block, Sultan Puri, Delhi-110086",Primary
"5,204",77.08,28.69,MCD Primary School (Boys),"Sultan Puri A2 Block, Delhi-110086",Primary
"5,205",77.08,28.70,MCD Primary School (Boys),"Sultan Puri C4 Block, Delhi-110086",Primary
"5,206",77.08,28.70,MCD Primary School (Boys),"Sultan Puri C6 Block, Delhi-110086",Primary
"5,207",77.07,28.70,Nigam Pratibha Vidyalaya (Boys),"P4-Block, Sultan Puri,  Delhi-110086",Primary
"5,208",77.09,28.69,MCD Primary School (Boys),"Mangolpuri Q Block, Delhi-110083",Primary
"5,209",77.09,28.69,MCD Primary School (Girls),"Mangolpuri R Block, Delhi-110083",Primary
"5,210",77.08,28.69,MCD Primary School (Boys),"Mangolpuri S Block, Delhi-110083",Primary
"5,211",77.09,28.69,MCD Primary School (Boys),"Mangolpuri P Block, Delhi-110083",Primary
"5,212",77.08,28.69,Nigam Pratibha Vidyalaya (Boys),"Mangolpuri T Block, Delhi-110083",Primary
"5,213",77.09,28.69,Govt. Boys Sr. Sec. School,"Block-O, Mangolpuri, Delhi-110083",Senior Secondary
"5,214",77.09,28.70,MCD Primary School (Boys),"Mangolpuri Y Block, Delhi-110083",Primary
"5,215",77.09,28.69,Nigam Pratibha Vidyalaya (Boys),"Mangolpuri C Block, Delhi-110083",Primary
"5,216",77.10,28.69,MCD Primary School (Boys),"Mangolpuri F Block, Delhi-110083",Primary
"5,217",77.09,28.70,MCD Primary School (Boys),"Mangolpuri E Block, Delhi-110083",Primary
"5,218",77.09,28.69,MCD Primary School (Boys),"Mangolpuri M Block, Delhi-110083",Primary
"5,219",77.09,28.69,MCD Primary School (Boys),"Mangolpuri O Block, Delhi-110083",Primary
"5,220",77.09,28.70,MCD Primary School (Boys),"Y2-Block, Mangolpuri, Delhi-110083",Primary
"5,221",77.10,28.70,Govt. Sarvodaya Kanya Vidyalaya (Kamdhenu),"Mangolpuri, Block -D, Delhi-110083",Senior Secondary
"5,222",77.16,28.68,Govt. Girls Sr. Sec. School,"Tri Nagar, Narang Colony, Delhi-110035",Senior Secondary
"5,223",77.16,28.68,MCD Primary School (Boys),"Onkar Nagar A Block, Delhi-110035",Primary
"5,224",77.16,28.69,Tyagi Public School,"B-3 Keshav Puram, Delhi-110035",Senior Secondary
"5,225",77.14,28.68,MCD Primary School (Boys),"Shakurpur Vill., Delhi-110034",Primary
"5,226",77.14,28.68,MCD Primary School-Old (Girls),"Sri Nagar, Delhi-110034",Primary
"5,227",77.16,28.68,MCD Nursery School,"Tri Nagar, Delhi-110035",Nursery
"5,228",77.10,28.70,Govt. Girls Sr. Sec. School,"Opp. Block-D, Sector-I, Avantika, Delhi-110085",Senior Secondary
"5,229",77.10,28.70,MCD Primary School (Boys),"Avantika Sec-2, Rohini Delhi-110085",Primary
"5,230",77.10,28.72,MCD Primary School (Boys),"Sector-24, Rohini, Delhi-110085",Primary
"5,231",77.07,28.70,MCD Primary School (Girls),"Sultan puri D Block, Delhi-110086",Primary
"5,232",77.11,28.70,Nigam Pratibha Vidyalaya (Girls),"Mangolpur Kalan Vill., Delhi-110085",Primary
"5,233",77.09,28.70,Nigam Pratibha Vidyalaya (Girls),"Mangolpuri L Block, Delhi-110083",Primary
"5,234",77.10,28.69,MCD Primary School (Girls),"Mangolpuri A Block, Delhi-110083",Primary
"5,235",77.12,28.70,Nigam Pratibha Vidyalaya (Co-ed),"Saraswati Vihar, Delhi-110034",Primary
"5,236",77.09,28.71,Nigam Pratibha Vidyalaya (Girls),Budh Vihar  Delhi-110086,Primary
"5,237",77.12,28.74,MCD Primary School (Co-ed),"Sec-17, A-Block, Rohini Delhi-110085",Primary
"5,238",77.12,28.74,MCD Primary School (Co-ed),"Sec-16 G, Rohini Delhi-110085",Primary
"5,239",77.01,28.75,MCD Primary School (Co-ed),"Chand Pur, Delhi- 110081",Primary
"5,240",76.98,28.79,MCD Primary School (Co-ed),"Jat Khor, Delhi- 110081",Primary
"5,241",76.96,28.72,MCD Primary School (Boys),"Nizam pur, Delhi-110081",Primary
"5,242",77.03,28.72,MCD Primary School (Boys),"Madanpur Dabas, Delhi- 110081",Primary
"5,243",77.06,28.69,Nigam Pratibha Vidyalaya (Boys),"Kirari, Delhi-110086",Primary
"5,244",77.13,28.71,MCD Primary School (Co-ed),"ED Block Pitampura, Delhi-110034",Primary
"5,245",77.14,28.71,MCD Primary School (Co-ed),"EU Block Pitampura, Delhi-110034",Primary
"5,246",77.16,28.68,Nigam Pratibha Vidyalaya (Co-ed),"Ganesh Pura, Delhi-110035",Primary
"5,247",77.10,28.69,MCD Primary School (Boys),"Mangolpuri A Block, Delhi-110083",Primary
"5,248",77.06,28.69,Nigam Pratibha Vidyalaya (Girls),"Kirari, Delhi-110086",Primary
"5,249",77.07,28.70,MCD Primary School (Boys),"Sultan puri D Block, Delhi-110086",Primary
"5,250",77.09,28.70,MCD Primary School (Boys),"Mangolpuri L Block, Delhi-110083",Primary
"5,251",77.11,28.70,Nigam Pratibha Vidyalaya (Boys),"Mangolpur Kalan Vill., Delhi-110085",Primary
"5,252",77.09,28.71,Nigam Pratibha Vidyalaya (Boys),Budh Vihar  Delhi-110086,Primary
"5,253",77.11,28.70,Nigam Pratibha Vidyalaya (Co-ed),"Sec-3A, Rohini Delhi-110085",Primary
"5,254",77.07,28.70,Sun Smile Public School,A1/155 Aman Vihar New Delhi-110041,Middle
"5,255",77.13,28.72,Nigam Pratibha Vidyalaya (Co-ed),"Sec-13, Rohini, Delhi-110085",Primary
"5,256",77.07,28.69,Govt. Boys Sr. Sec. School,"Block-H, Sultanpuri. Delhi-110086",Senior Secondary
"5,257",77.12,28.69,KIIT World School,"Zone H/4 Pitampura Near Telephone Exch Saraswati Vihar, Delhi-110034",Senior Secondary
"5,258",77.10,28.71,Swami Ramtirtha Public School,"C-9 Vijay Vihar Ph.-1, Rithala, Delhi-110085",Middle
"5,259",77.08,28.71,R.D.Sr.Sec. Public School,Krishan Vihar  Delhi-110041,Senior Secondary
"5,260",77.14,28.72,Maharaja Agrasen Model School,Pitam Pura New Delhi-110088,Senior Secondary
"5,261",77.13,28.69,Mini Preparatery School,Rishi Nagar Delhi-34,Primary
"5,262",77.11,28.69,Guru Nanak Public School,Pushpanjali Enclave Pitam Pura Delhi-110034,Senior Secondary
"5,263",77.13,28.69,Govt. Girls Sr. Sec. School,"Rani Bagh, Delhi-110034",Senior Secondary
"5,264",77.13,28.69,Govt. Boys Sr. Sec. School,"Rani Bagh Delhi-34 (Near Guru Dawara), Delhi-110034",Senior Secondary
"5,265",77.13,28.70,Govt. Sarvodaya Vidyalaya,"Block-C, Saraswati Vihar, Delhi-110034",Senior Secondary
"5,266",77.13,28.70,Horizon Model School,"Saraswati Vihar , Delhi-110034",Primary
"5,267",77.09,28.73,Vikas Bharati Public School,"Sector-24 Rohini,  Delhi-85",Senior Secondary
"5,268",77.08,28.72,Nigam Pratibha Vidyalaya (Girls),"Sector-23 Rohini, Delhi-110085",Primary
"5,269",77.08,28.72,Nigam Pratibha Vidyalaya (Boys),"Sector-23 Rohini, Delhi-110085",Primary
"5,270",77.10,28.73,MCD Primary School (Co-ed),"Sector-25 Rohini, Delhi-110085",Primary
"5,271",77.08,28.71,Laurel Convent,"Rithala Road, Budh Vihar-I, Delhi-86",Secondary
"5,272",77.16,28.68,Mata Shiv Devi Public School,A-2 Keshav Puram Delhi-110035,Senior Secondary
"5,273",77.16,28.68,Nigam Pratibha Vidyalaya (Co-ed),"Jai Mata Market Tri Nagar, Delhi-110035",Primary
"5,274",77.16,28.67,Tri Nagar Public School,"Omkar Nagar-B, Tri Nagar, Delhi-110035",Primary
"5,275",77.16,28.68,Mata Shiv Devi Public School,"A-2, Keshav Puram, Delhi-35",Primary
"5,276",77.09,28.70,Nigam Pratibha Vidyalaya (Co-ed),"H-Block, Mangolpuri, Delhi-110083",Primary
"5,277",77.08,28.69,MCD Primary School (Girls),"Mangolpuri K Block, Delhi-110083",Primary
"5,278",77.08,28.69,MCD Primary School (Boys),"Mangolpuri K Block, Delhi-110083",Primary
"5,279",77.08,28.69,Govt. Sarvodaya Vidyalaya,"Block-K-2, Mangolpuri, Delhi-110083",Senior Secondary
"5,280",77.09,28.69,Govt. Sarvodaya Vidyalaya,"Mangolpuri, Block-C, Delhi-110083",Senior Secondary
"5,281",77.15,28.70,Beni Pershad Jaipuria Public School,"YP Block Behind DDA Market, Pitampura Delhi-88",Primary
"5,282",77.14,28.69,Rising Star Academy,110 Raj Nagar Pitam Pura Delhi-110034,Senior Secondary
