s_id,X,Y,SchoolName,Address,SCH_Level
807,77.24,28.51,Terassa Public School,C-142-143 Tigri Extn. New Delhi-62,Primary
808,77.28,28.50,Govt. Boys Sr. Sec. School No.2,Tughlakabad Extn.  New Delhi-44,Senior Secondary
809,77.30,28.55,Govt. Boys Sr. Sec. School,"Jasola Village (Shaheen Bagh), New Delhi",Senior Secondary
810,77.27,28.51,New Sangam Public School,"F-486, Sardar Mohalla, Tuglakabad Village, New Delhi-110044",Primary
811,77.25,28.51,SB Adarsh Public School,D-1/146 Sangam Vihar New Delhi-62,Primary
812,77.22,28.50,MCD Primary School No.2 (Girls),"Deoli, New Delhi 110062",Primary
813,77.27,28.51,New M R Jain Public School,"Jalam Mohalla, Tughlakabad village, New Delhi-44",Primary
814,77.24,28.51,R D Memorial Ideal Public School,"A-357/3 Sangam Vihar, New Delhi - 62",Primary
815,77.24,28.51,New Bethal Christian School,Tigri Extn B-26 New Delhi-62,Primary
816,77.30,28.51,Kendriya Vidyalaya,NTPC Badarpur New Delhi,Senior Secondary
817,77.13,28.48,MCD Primary School (Boys),"Aya Nagar, New Delhi-47",Primary
818,77.13,28.48,Kendriya Vidyalaya,"Air Force Station, Arjangarh, New Delhi ? 110047",Senior Secondary
819,77.18,28.51,St. Surya Public School,"Chhatarpur Mandir, Bypass, 100 Ft. Rd. Chhatarpur Enclave, New Delhi-74",Primary
820,77.17,28.52,New SDM Public School,"177 F/10 Ward No 2, Mehrauli New Delhi-30",Primary
821,77.32,28.53,MCD Primary School (Boys),"Madanpur Khadar J.J. Phase ? III, New Delhi-76",Primary
822,77.31,28.53,Prerna Vidyalaya,"B-629, Gali No-15, Madanpur Khadar Ext., New Delhi-110076",Middle
823,77.31,28.49,K D Bal Vidya Mandir,"C-78, Gali No. 18, Molarband Extn. Badarpur New Delhi -44",Primary
824,77.31,28.49,New Bright Child Public School,2nd 60 Ft Rd Molarband Extn New Delhi-44,Primary
825,77.31,28.50,NEO ADARSH PUBLIC SCHOOL,"18-A, Main Jaitpur Road, Molarband Extn New Delhi-44",Primary
826,77.19,28.50,Tagor Vidya Niketan,"203, Rajpur Khurd New Delhi-68",Primary
827,77.27,28.57,MCD Primary School-Hindi (Girls),"Taimoor Nagar, D-Block Friends Colony, Near Mata Mandir, N. Delhi",Primary
828,77.24,28.55,Arya Shishu Shala,"Arya Samaj, Greater Kailash-I, New Delhi-110048",Primary
829,77.26,28.59,Nigam Pratibha Vidyalaya (Co-ed),"Nangli Razapur, Near Sarai Kale Khan, New Delhi-13",Primary
830,77.20,28.54,Mirambika Free Progress School,"Sri Aurobindo Education Society, Sri Aurobindo Marg New Delhi - 110016",Secondary
831,77.12,28.47,Mother Mary Public School,"Ph. V, Near Kali Mandir Aya Nagar New Delhi 47",Middle
832,77.14,28.47,Kalinga International School,"C 1/917, Ph IV, Aya Nagar, New Delhi -47",Middle
833,77.24,28.51,Vishwakarma Public School,"A 324, Sangam Vihar, New Delhi - 62",Primary
834,77.24,28.52,MCD Primary School No.2 (Boys),"Sector-6, Dr. Ambedkar Nagar, New Delhi 110062",Primary
835,77.23,28.51,M.K.D. National Public School,"Devli Road A-34 Krishna Park, Khanpur, New Delhi-62",Primary
836,77.18,28.52,Prince Public School,"2/108 Mehrauli , New Delhi-30",Secondary
837,77.13,28.48,Govt. Boys Sr. Sec. School,Aya Nagar New Delhi -110047,Senior Secondary
838,77.24,28.50,Hari Vidya Bhawan,K-11/600 Sangam Vihar New Delhi-62,Secondary
839,77.32,28.50,Sai Shankar Vidhya Niketan,"Molar Band Extn. F - Block Badarpur, New Delhi - 110044",Middle
840,77.31,28.50,Cosmos Public School,"Molarband Extn., Tajpur, Badarpur, New Delhi-44",Secondary
841,77.26,28.54,MCD Primary School (Co-ed),"DD BLOCK Kalkaji (Central), New Delhi-110019",Primary
842,77.23,28.56,MCD Primary School (Co-ed),"Krishi Vihar, J.B. Tito Road,  New Delhi - 110048",Primary
843,77.17,28.77,Upadhyay convent school,"D-Block Main Road, Kadi Vihar, Nathupura",Middle
844,77.19,28.74,Neel Kanth Public School,"A-35, Kamal Vihar Sant Nagar, Burari Delhi-110084",Primary
845,77.21,28.75,Jesus Grace Modern School,"Gali No. 13B, A Block, Baba Colony, Burari, Delhi- 84",Middle
846,77.19,28.76,Ujjwal Public School,"25 Foota Road, Kaushik Enclave Burari, D - 84",Primary
847,77.20,28.74,Excellent Public School,"Gali No 37, B Block Sant Nagar, Burari D - 84",Primary
848,77.20,28.74,Pioneer Public School,"A 1, Block, Plot No.25, Sant Nagar, Burari",Primary
849,77.20,28.74,Divine Mother Public School,"H.No. 140/8 Block B, Sant Nagar Burari-84",Middle
850,77.22,28.73,Usha Convent School,KH. No. 123 Gali No. 13 Wazirabad Delhi -84,Middle
851,77.22,28.71,Govt. Sarvodaya Kanya Vidyalaya,Nehru Vihar  Delhi 110054,Senior Secondary
852,77.23,28.70,Govt. Sarvodaya Kanya Vidyalaya,"Magazine Road, Delhi - 54",Senior Secondary
853,77.22,28.71,Govt. Sarvodaya Kanya Vidyalaya,"Timarpur, Delhi-54",Senior Secondary
854,77.23,28.70,Govt. Boys Sr. Sec. School,"Magazine Road, Delhi - 54",Senior Secondary
855,77.22,28.71,Nigam Pratibha Vidyalaya (Girls),Nehru Vihar  Delhi-54,Primary
856,77.22,28.72,MCD Primary School (Co-ed),Gopal Pur Village Delhi-9,Primary
857,77.22,28.73,MCD Primary School (Girls),"Wazirabad Village, Delhi",Primary
858,77.22,28.72,MCD Primary School (Boys),"Wazirabad Village, Delhi",Primary
859,77.23,28.71,MCD Primary School (Girls),"Wazirabad Water Works, Delhi",Primary
860,77.22,28.71,Nigam Pratibha Vidyalaya (Boys),Nehru Vihar  Delhi-54,Primary
861,77.23,28.71,MCD Primary School (Boys),"Wazirabad Water Works, Delhi",Primary
862,77.22,28.72,Savita Public School,"Opp. Gali No.3, Main Road, Wazirabad, Delhi-110084",Middle
863,77.20,28.75,Sushma Rani Public School,682 Baba Colony Radhey Shyam Marg Burari D 84,Primary
864,77.21,28.74,Ambey Public School,"Gali No.59-69, B-Block, Sant Nagar Burari, Delhi-84",Primary
865,77.22,28.74,Govt. Sarvodaya Vidyalaya (Mahavir Singh),"Gali No.9, Jagatpur, Delhi-110084",Senior Secondary
866,77.22,28.74,Nigam Pratibha Vidyalaya (Co-ed),"Jagat Pur, Delhi-110084",Primary
867,77.20,28.75,Bright Star Model School,"154,41 Feet Road Kamal Pur Burari, Delhi 64",Primary
868,77.20,28.75,R.D.Public School,D-11 Harijan Basti Ekta Enclave Kamalpur Burari,Primary
869,77.20,28.74,Jawahar Public School,"H.No.186-187, Kh.No.13/10/1 West Sant Ngr, Burari",Primary
870,77.19,28.77,DVS Public School,"25 Ft Rd, Shastri Park, Burari, Delhi -84",Primary
871,77.20,28.75,Marshal Modren School,"Milan Vihar, Sant Nagar, Burari, Delhi-84",Middle
872,77.20,28.75,St. Mother Teresa Public School,"B-455, Street No.-3 Baba Colony, Sant Nagar, Burari Delhi-84",Middle
873,77.22,28.73,Rama Public School,"KH.NO.-118,Jagatpur Road, Wazirabad Extn.,Delhi-84",Middle
874,77.22,28.73,Nav Jyoti Model School,Main Rd. Jagatpur  Delhi,Primary
875,77.22,28.73,Sachdeva Convent School,"Street No.-5 Sangam Vihar (Wazirabad - Jagatpur Road), Delhi-84",Middle
876,77.21,28.76,Little Star Convent School,"Parasram Enclave, Burari, New Delhi-84",Middle
877,77.19,28.67,MCD Primary School (Boys),"Nai Basti, Kishan Ganj, Delhi-07.",Primary
878,77.19,28.68,Nigam Pratibha Vidyalaya (Co-ed),"Sindhora Kalan, Delhi",Primary
879,77.19,28.67,Nigam Pratibha Vidyalaya (Co-ed),"Jai Rani Bagh (Padam Nagar), Delhi",Primary
880,77.19,28.67,Govt. Sarvodaya Kanya Vidyalaya,"Gulabi Bagh, Delhi -07",Senior Secondary
881,77.19,28.66,D. C. M. Boys Sr. Sec. School,Kishan Ganj Delhi-6,Senior Secondary
882,77.19,28.66,D. C. M. Girls Sr. Sec. School,Kishan Ganj Delhi-6,Senior Secondary
883,77.19,28.67,Govt. Sarvodaya Vidyalaya,Pratap Nagar Delhi 110007,Senior Secondary
884,77.19,28.67,MCD Primary School (Girls),"Gulabi Bagh, Delhi-110007",Primary
885,77.19,28.67,MCD Primary School (Co-ed),"Chander Shakher Azad Colony, Delhi",Primary
886,77.20,28.67,MCD Primary School (Co-ed),"Kashmiri Bagh, Kishan Ganj, Delhi-07.",Primary
887,77.19,28.67,MCD Primary School (Girls),"Partap Nagar, Delhi-110007",Primary
888,77.19,28.67,MCD Nursery School,"Jai Rani Bagh, Kishanganj, Delhi-110006",Nursery
889,77.19,28.67,MCD Primary School (Boys),"Gulabi Bagh, Delhi-110007",Primary
890,77.19,28.67,MCD Primary School (Co-ed),"Andha Mughal, Delhi-110007",Primary
891,77.19,28.67,MCD Primary School (Boys),"Partap Nagar, Delhi-110007",Primary
892,77.19,28.67,MCD Primary School (Co-ed),"Bagh Kare Khan, Kishan Ganj, New Delhi-110006",Primary
893,77.18,28.77,Amrit Modern Public School,"A-1 Block, H.No.86 Gali No.6 Amrit Vihar Burari, Delhi-84",Primary
894,77.18,28.76,Paradise Public School,A Block Indraprastha Clny Amrit Vihar Burari,Primary
895,77.17,28.77,Swastik Public school,"Kh.No-44,Sushant Vihar,Main Road, Ibrahimpur, Delhi-110084",Primary
896,77.20,28.75,Nalanda Modern Public School,Sant Nagar 857 Main Road Burari Delhi,Secondary
897,77.20,28.76,Nigam Pratibha Vidyalaya (Girls),"Burari, Delhi - 84",Primary
898,77.19,28.77,Great Mission Convent School,B-29 Kaushik Enclave Burari Delhi -84,Middle
899,77.20,28.74,Rani Public School,"Sant Nagar, Burari, Delhi-110084",Secondary
900,77.20,28.75,Northend Public School,Conductor Colony Burari Delhi,Primary
901,77.20,28.75,Anubhav Public School,"57, Uttaranchal Enclave, Kamal Vihar, Burari, Delhi-84",Middle
902,77.18,28.74,Sant Gyan Public School,"K.No. 252/81, Block-C, Mukand Pur, Gali No.11, Delhi-42",Primary
903,77.18,28.77,Joseph And Mary Public School,Shastri Park Burari Nathupura Delhi-84,Senior Secondary
904,77.20,28.74,Rajdhani Modern School,Burari Road Sant Nagar Delhi,Middle
905,77.20,28.75,Govt. Girls Sec. School,"Burari, Delhi - 84",Secondary
906,77.19,28.76,Oscar Public School,"Kaushik Enclave, Swaroop Nagar Road, Burari Delhi 110084",Senior Secondary
907,77.19,28.74,Yash Vidya Public School,"Harit Vihar, Sant Nagar Burari Delhi ? 84",Middle
908,77.21,28.73,MCD Primary School (Boys),"Jharoda Majra, Delhi-84",Primary
909,77.21,28.73,Dharam Dev Tyagi Public School,"Kh. No. 65, Jharoda Mazra Burari Delhi",Middle
910,77.18,28.74,Delhi Modern Public School,B-2 Mukand Pur Delhi-42,Primary
911,77.20,28.68,Birla Senior Secondary School,"Kamla Nagar, Delhi-110007",Senior Secondary
912,77.20,28.68,Birla Arya Girls Sr. Sec. School,"Birla Lines, Kamla Nagar Delhi-110007",Senior Secondary
913,77.20,28.68,MCD Primary School (Co-ed),"Prem Nagar (Civil Line Zone), Shakti Nagar, Delhi",Primary
914,77.19,28.68,MCD Primary School (Boys),"Shakti Nagar, Block-33, Delhi-110007",Primary
915,77.21,28.68,Nigam Pratibha Vidyalaya (Girls),"Nehru Kutia, Delhi-110007",Primary
916,77.21,28.68,MCD Primary School (Boys),"5306/11, Chandrawal, Delhi-110007",Primary
917,77.21,28.68,MCD Primary School (Girls),"5306/12, Chandrawal, Delhi-110007",Primary
918,77.21,28.69,C.I.E Experimental Basic School,"33 Chhatra Marg, Deptt. Of Education,Delhi Univerisity, Delhi 110007",Middle
919,77.20,28.69,Virmani Public School,Roop Nagar Delhi-7,Middle
920,77.20,28.69,Govt. Girls Sr. Sec. School No.3,"Roop Nagar,Delhi-7",Senior Secondary
921,77.20,28.69,Dhanpat Mal Virmani Sr. Sec. School,RoopNagar Delhi-110007,Senior Secondary
922,77.22,28.70,Govt. Sarvodaya Vidyalaya,"Lancer Road, Near DU metro station, Delhi-54",Senior Secondary
923,77.22,28.70,Govt. Boys Sr. Sec. School,"Lancer Road, Near DU metro station, Delhi-54",Senior Secondary
924,77.20,28.68,Nigam Pratibha Vidyalaya (Co-ed),2/13 Roop Nagar  Delhi-7,Primary
925,77.20,28.68,Govt. Sarvodaya Vidyalaya No.4,"Roop Nagar,  Delhi-110007",Senior Secondary
926,77.20,28.69,Govt. Boys Sr. Sec. School No.2,"Roop Nagar , Delhi-7",Senior Secondary
927,77.20,28.68,MCD Primary School (Girls),"E-Block, Kamla Nagar, Delhi 110007",Primary
928,77.20,28.68,Neo Art Co-ed Middle School,"D-175, Kamla Nagar Delhi-110007",Middle
929,77.23,28.70,MCD Primary School (Boys),Timar Pur  Delhi-54,Primary
930,77.20,28.69,Delhi University Social Centre Co-ed School,"University Campus, C- Block Mourice Nagar Delhi-110007",Middle
931,77.20,28.68,Govt. Boys Sr. Sec. School No.1,"Roop Nagar , Delhi-7",Senior Secondary
932,77.20,28.68,Govt. Girls Sr. Sec. School No.1,"Roop Nagar,Delhi-7",Senior Secondary
933,77.22,28.69,Nigam Pratibha Vidyalaya (Co-ed),Lancers Road  Delhi-54,Primary
934,77.20,28.68,MCD Primary School (Co-ed),"Shri Bachchumal, Kamla Nagar Delhi -110007",Primary
935,77.22,28.70,Virendra Public School,70 Timarpur Road Delhi,Senior Secondary
936,77.22,28.69,Nigam Pratibha Vidyalaya (Girls),Aruna Nagar (Majnu Ka Tila) Delhi 54,Primary
937,77.23,28.70,Govt. Sarvodaya Bal Vidyalaya,"Timar Pur, Near Balak Ram Hospital, Delhi-54",Senior Secondary
938,77.20,28.68,Nigam Pratibha Vidyalaya (Co-ed),"Double Storey, Kamla Nagar, Delhi 110007",Primary
939,77.23,28.70,Nigam Pratibha Vidyalaya (Girls),Timar Pur  Delhi-54,Primary
940,77.22,28.69,MCD Primary School (Boys),Aruna Nagar (Majnu Ka Tila) Delhi 54,Primary
941,77.22,28.69,Nigam Pratibha Vidyalaya (Co-ed),"Khyber Pass, Delhi 110054",Primary
942,77.23,28.67,Rajkiya Pratibha Vikas Vidyalaya,"Ludlow Castle, Rajniwas Marg, Delhi - 54",Senior Secondary
943,77.22,28.67,St. Xavier's Sr. Sec School,4 Raj Niwas Marg Delhi-54,Senior Secondary
944,77.22,28.67,Govt. Sarvodaya Bal Vidyalaya No.2,"Mori Gate, Gokhle Marg, Delhi-110006",Senior Secondary
945,77.22,28.66,Govt. Girls Sr. Sec. School,"Nicholson Road, Delhi-06",Senior Secondary
946,77.22,28.67,SSLT Gujarat Sr. Sec. School,"1, Rajniwas Marg Delhi-110054",Senior Secondary
947,77.23,28.66,Nigam Pratibha Vidyalaya (Co-ed),Kashmere Gate Delhi-110006,Primary
948,77.22,28.67,Nigam Pratibha Vidyalaya (Co-ed),Ludlow Castle Delhi-54,Primary
949,77.23,28.67,Govt. Sarvodaya Vidyalaya (Shaeed Amir Chand),"Ludlow Castle, Sham Nath Marg, Delhi - 54",Senior Secondary
950,77.23,28.68,Suther Shah Public School,Yamuna Bazar Delhi-6,Primary
951,77.19,28.66,MCD Primary School (Girls),"Harijan Basti New Rohtak Road, Anand Parvat Indl Area New Delhi -110005.",Primary
952,77.19,28.67,Govt. Sarvodaya Kanya Vidyalaya,Padam Nagar Delhi 110007,Senior Secondary
953,77.18,28.67,MCD Primary School (Co-ed),"East Moti Bagh, Sarai Rohilla, Delhi",Primary
954,77.18,28.67,Govt. Sarvodaya Kanya Vidyalaya,"Sarai Rohilla, Delhi-110035",Senior Secondary
955,77.19,28.67,Govt. Sarvodaya Bal Vidyalaya,"Gulabi Bagh, Delhi -07",Senior Secondary
956,77.18,28.67,Govt. Boys Sr. Sec. School,"Sarai Rohilla, Delhi-110035",Senior Secondary
957,77.19,28.67,Govt. Boys Sr. Sec. School,"Padam Nagar, Delhi -07",Senior Secondary
958,77.18,28.67,Shaheed Udham Singh Co-ed Sec.School,A-Block Shastri Nagar Delhi,Secondary
959,77.18,28.67,Nigam Pratibha Vidyalaya (Girls),"Subhdara Colony, Delhi-35",Primary
960,77.18,28.67,Nigam Pratibha Vidyalaya (Boys),"Subhdara Colony, Delhi-35",Primary
961,77.19,28.68,Nav Bharti Sr. Sec. School,Shree Nagar Colony (Near Shakti Nagar Under Bridge) Delhi,Senior Secondary
962,77.19,28.66,MCD Primary School (Boys),"Harijan Basti New Rohtak Road, Anand Parvat Indl Area New Delhi -110005.",Primary
963,77.22,28.66,MCD Primary School (Co-ed),"Queen's Road, (1464, Phatak Rang Mahal)  Gali Teliyan Novelty Cinema, Delhi-6",Primary
964,77.22,28.67,Govt. Sarvodaya Bal Vidyalaya No.1,"Mori Gate, Delhi-6",Senior Secondary
965,77.22,28.66,Happy Nursary School,"10221 Library Road, Azad Market, Delhi-6",Primary
966,77.22,28.66,MCD Primary School (Co-ed),Sushila Mohan Marg Naya Bazar Delhi-6,Primary
967,77.20,28.75,Govt. Boys Sec. School,"Burari, Delhi - 84",Secondary
968,77.23,28.66,Nigam Pratibha Vidyalaya (Co-ed),"Lal Quila, Anguri Basti, Delhi-110006",Primary
969,77.23,28.66,MCD Primary School (Co-ed),"Kuncha Kabil Attar, Delhi -110006",Primary
970,77.23,28.66,Nigam Pratibha Vidyalaya (Co-ed),"Sunder Nanhi Dariba, Delhi-110006",Primary
971,77.24,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Diwan Hall,Gali Jogdhian, Chandni Chowk, Delhi- 110006",Middle
972,77.23,28.66,B. N. Rastogi Sr. Sec. School,"Bhagirath Palace, Chandni Chowk, Delhi-110006",Senior Secondary
973,77.23,28.66,Happy Sr. Sec. School,"Chabi Ganj, Kashmere Gate, Delhi",Senior Secondary
974,77.23,28.66,L. N. Girdhari Lal Sr. Sec. School,"Fatehpuri, Bagh Dewar, Delhi-110006",Senior Secondary
975,77.23,28.66,Ramjas No. 3 Sr. Sec. School,"Chandni Chowk, Kucha Natwan, Delhi-110006",Senior Secondary
976,77.23,28.65,Jain Sanskrit Comm Sr. Sec. School,"Kucha Seth, Chandni Chowk, Delhi-110006",Senior Secondary
977,77.23,28.66,S G T B Sr. Sec. School,"Grudwara Shish Ganj Sahib, Chandni Chowk, Delhi-110006",Senior Secondary
978,77.23,28.66,Govt. Girls Sr. Sec. School,"Gali Barf Wali, Kinari Bazar Delhi 110006",Senior Secondary
979,77.24,28.66,Presentation Convent Senior Sec School,"S.P Mukherjee Marg, Delhi",Senior Secondary
980,77.23,28.66,MCD Primary School (Co-ed),"Lahori Gate, Delhi-110006",Primary
981,77.23,28.66,MCD Primary School (Co-ed),"Hemilton Road, Delhi",Primary
982,77.23,28.66,Prem Girls School,"555 KATRA NEEL Chandni Chowk, Delhi-110006",Primary
983,77.23,28.66,RSL Narain Saraswati Girls Sr. Sec. School,"Chandni Chowk, Katra Neel, Delhi-110006",Senior Secondary
984,77.23,28.66,Govt. Co-ed Sec. School,"Kucha Kabil Attar, Near Town Hall, Chandni Chowk, Delhi-06",Secondary
985,77.23,28.66,MCD Primary School (Co-ed),"More Sarai (1744, Bhagirath Place, Chandni Chowk), Delhi-110006",Primary
986,77.23,28.66,S.S Jain Kanya Pathshala,"Kucha Shanghiyan, Chandni Chowk, Delhi-110006",Primary
987,77.21,28.65,Govt. Girls Sec. School (Urdu Medium),Quresh Nagar   Delhi-6,Secondary
988,77.22,28.66,DAU DAYAL ARYAVEDIC SR SEC SCHOOL,"Naya Bans, Delhi-110006",Senior Secondary
989,77.21,28.65,Govt. Girls Sec. School,"Idgah Road, Delhi-55",Secondary
990,77.22,28.66,Fatehpuri Muslim Sr. Sec. School,"Fatehpuri, Delhi-110006",Senior Secondary
991,77.22,28.65,Govt. Sarvodaya Bal Vidyalaya,"Opp. Tanga Stand, Qutab Road Delhi-6",Senior Secondary
992,77.21,28.65,MCD Primary School (Girls),"Basti Harphool Singh, Sadar Thana Road Delhi-110006",Primary
993,77.22,28.66,MCD Primary School (Co-ed),"109, Gali Masjid Tehwar Khan, Naya Bans, Delhi-6",Primary
994,77.22,28.66,Shree Lakshmi Girls Sr. Sec. School,"Kucha Chelan, Khari Baoli, Delhi-110006",Senior Secondary
995,77.22,28.66,MCD Primary School (Co-ed),"328 Kucha Ghasi Ram Chandni Chowk, Delhi-6",Primary
996,77.21,28.65,MCD Primary School (Girls),Kadam Sharif Paharganj New Delhi -55,Primary
997,77.21,28.65,MCD Primary School (Boys),Kadam Sharif Paharganj New Delhi -55,Primary
998,77.21,28.65,MCD Primary School-New (Co-ed),Idgah Road New Delhi -55,Primary
999,77.22,28.66,Jugmandar Dass Arya Vedic Secondary School,"6032, Gali Arya Samaj, Naya Bans, Khari Baoli, Delhi-6",Secondary
"1,000",77.20,28.75,Govt. Sarvodaya Kanya Vidyalaya,"Burari, Delhi-84",Senior Secondary
"1,001",77.19,28.75,Uttranchal Public Schoo,"Uttranchal Enclave, Kamal Pur Burari, Delhi-84",Middle
"1,002",77.18,28.77,SMS Public School,"A/61 Kh. 13/1, 13/2 near Peeli Kothi Nathupura  Delhi 110084",Middle
"1,003",77.20,28.66,Navdeep Public School,"11270, Dori Walan, New Rohtak Rd, New Delhi - 110005",Primary
"1,004",77.20,28.67,Rajkiya Pratibha Vikas Vidyalaya,"Nai Basti, Kishan Ganj, Delhi",Senior Secondary
"1,005",77.20,28.67,Govind Ram Gurukul Sec. School,"Old Rohtak Road, Rambagh, New Delhi",Secondary
"1,006",77.21,28.66,S G T B Girls Sr. Sec. School,"Pul Bangash, Delhi-110006",Senior Secondary
"1,007",77.20,28.66,SAS Sher-I-Punjab Pindi Gheb Khalsa Sr. Sec. School,"Doriwalan, Guru Gobind Singh Marg,Karol Bagh, New Delhi-5",Senior Secondary
"1,008",77.21,28.67,Govt. Sarvodaya Kanya Vidyalaya,"Pul Bangash, Azad Market, Delhi 110007",Senior Secondary
"1,009",77.21,28.66,Balak Mata Centre (Pul Bangash),"Beriwala Bagh, Pul Bangash,  Delhi- 110006",Primary
"1,010",77.21,28.66,Shafiq Memo Sr. Sec. School,"Bara Hindu Rao, Delhi-110006",Senior Secondary
"1,011",77.20,28.66,Nigam Pratibha Vidyalaya (Co-ed),"Railway Colony Kishan Ganj, New Delhi-110006",Primary
"1,012",77.20,28.66,Govt. Boys Middle School,"Model Basti, Rani Jhansi Road Delhi -5",Middle
"1,013",77.20,28.66,Nigam Pratibha Vidyalaya (Boys),"Model Basti, Rani Jhansi Road, New Delhi-05",Primary
"1,014",77.20,28.66,MCD Primary School (Co-ed),"Basti Chamelian, Rani Jhansi Road, Near Filmistan, Delhi-110006",Primary
"1,015",77.21,28.67,MCD Primary School (Co-ed),"Nawab Ganj, Delhi",Primary
"1,016",77.21,28.66,MCD Primary School (Co-ed),"Khariya Mohalla, Delhi",Primary
"1,017",77.21,28.67,MCD Primary School (Co-ed),"Anarkali,Pul Bangash,Naya Mohalla, Azad Market, Delhi",Primary
"1,018",77.19,28.66,MCD Primary School-New (Co-ed),"66-A, DCM, New Rohtak Road, Karol Bagh, New Delhi",Primary
"1,019",77.20,28.66,Nigam Pratibha Vidyalaya (Co-ed),"Katra Chajju Pandit, East Park Road, New Delhi-110005",Primary
"1,020",77.20,28.66,MCD Primary School (Girls),"Doriwalan, Bagh Rao ji, Kishan Ganj Delhi- 110006",Primary
"1,021",77.21,28.66,MCD Primary School (Girls),"Nai Basti, Kishan Ganj, Delhi-07.",Primary
"1,022",77.20,28.66,MCD Primary School (Boys),"Loco Shed, Railway Colony, Kishanganj, Delhi-6",Primary
"1,023",77.20,28.66,MCD Primary School (Co-ed),"Guashala Road, DCM, Kishan Ganj, New Delhi-110006",Primary
"1,024",77.20,28.66,MCD Primary School (Boys),"Doriwalan, Bagh Rao ji, Kishan Ganj Delhi- 110006",Primary
"1,025",77.20,28.66,MCD Primary School (Girls),"Loco Shed, Railway Colony, Kishanganj, Delhi-6",Primary
"1,026",77.21,28.66,MCD Primary School (Boys),"Bara Hindu Rao, Delhi-110006",Primary
"1,027",77.21,28.66,MCD Primary School (Girls),"Bara Hindu Rao, Delhi-110006",Primary
"1,028",77.20,28.74,Sarvodaya Bal Bharti Public School,A-2 Block Gali No.10 West Sant Nagar Burari New Delhi 110084,Primary
"1,029",77.20,28.75,Nigam Pratibha Vidyalaya (Girls),"Sant Nagar, Burari, Delhi-84",Primary
"1,030",77.20,28.74,Mount Olivet Sr. Sec School,B- Block Street No.100 Sant Nagar Burari Delhi,Senior Secondary
"1,031",77.20,28.74,St. John Convent School,B-4659/112 Sant Nagar Burari Delhi 110084,Secondary
"1,032",77.21,28.74,Apex Public School,Sant Nagar Burari Delhi-84,Senior Secondary
"1,033",77.21,28.66,MCD Primary School (Co-ed),"Gali Nathan Singh (SP Zone), Delhi",Primary
"1,034",77.21,28.66,MCD Primary School (Girls),"Deputy Ganj, Delhi",Primary
"1,035",77.21,28.66,Guru Nanak Pry. School,"Basti Harphool Singh, Sadar Bazar, Delhi - 6",Primary
"1,036",77.21,28.66,MCD Primary School (Co-ed),"Model Basti, Near Filmistan Cinema, New Delhi",Primary
"1,037",77.21,28.65,Quami Sr. Sec. School,"6526, Shahi Idgah New Delhi-110055",Senior Secondary
"1,038",77.21,28.66,MCD Primary School (Co-ed),"Sadar Bazar, Delhi-110006",Primary
"1,039",77.21,28.66,Govt. Girls Sec. School,Deputy Gunj Sadar Bazar  Delhi-6,Secondary
"1,040",77.21,28.66,Nigam Pratibha Vidyalaya (Boys),"Basti Harphool Singh, Sadar Bazar, Delhi-110006",Primary
"1,041",77.21,28.65,MCD Primary School-Old (Girls),"Idgah Road, New Delhi -55",Primary
"1,042",77.21,28.65,MCD Primary School-Old (Boys),"Idgah Road, New Delhi -55",Primary
"1,043",77.21,28.66,Shri Guru Nanak Khalsa Pry. School,"Ahata Kaidara, BARA HINDU RAO, DELHI -110006",Primary
"1,044",77.21,28.66,Vidya Gian Mandir Sr. Sec. School,"Pahari Dhiraj, Delhi-110006",Senior Secondary
"1,045",77.21,28.66,Jainmati Jain Public School,3931 Pahari Dhiraj Delhi,Middle
"1,046",77.21,28.66,Phool Chand Vaish School,"Pahari Dhiraj, Delhi-110006",Senior Secondary
"1,047",77.21,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Ahata Kedara, Idgah Road Delhi 110006",Senior Secondary
"1,048",77.21,28.66,MCD Primary School (Girls),"Ahata Kedara, Near Bada Hindurao, Delhi-6",Primary
"1,049",77.21,28.66,MCD Primary School (Co-ed),"Pahari Dhiraj, (Near Idgah Tel. Exchange), Delhi-110006",Primary
"1,050",77.21,28.66,L. D. Jain Girls Sr. Sec. School,"4059-60, Pahari Dhiraj, Delhi-110006",Senior Secondary
"1,051",77.21,28.66,Nigam Pratibha Vidyalaya (Boys),"Deputy Ganj, Delhi",Primary
"1,052",77.20,28.66,New Sun Ideal Public School,T-505 Chamelian Road (Near Fire Station) Delhi-6,Primary
"1,053",77.21,28.66,Bansi Dhar Memo Sr. Sec. School,"3977,Gali Ahiran Pahari Dhiraj Delhi-6",Senior Secondary
"1,054",77.21,28.66,Shri Guru Nanak Khalsa School,"Bara Hindu Rao, Ahta Kedara, Delhi-110006",Secondary
"1,055",77.21,28.66,Jain Samnopasak Sr. Sec. School,"Rui Mandi , Sadar Bazar, Delhi-110006",Senior Secondary
"1,056",77.21,28.66,Hira Lal Jain Sr. Sec. School,"Sadar Bazar, Delhi",Senior Secondary
"1,057",77.22,28.66,MCD Primary School (Co-ed),"Teliwara Chowk, Kishan Ganj, New Delhi-110006",Primary
"1,058",77.21,28.66,Arya Girls Sr. Sec. School,"Teliwara , Delhi-110006",Senior Secondary
